t,x,y
2,87.02963257,61.52997589
2.01,86.27258301,62.6540184
2.02,87.99881744,71.65768433
2.03,87.99881744,71.65768433
2.04,87.70304871,82.04303741
2.05,88.69691467,71.05531311
2.06,83.53746796,63.68392944
2.07,87.7726593,69.58840942
2.08,88.64910126,70.06917572
2.09,89.69342804,71.91744995
2.1,85.00157166,70.1311264
2.11,84.54180145,73.956604
2.12,86.21348572,67.51624298
2.13,88.06729889,68.82393646
2.14,87.53587341,59.41218948
2.15,87.1019516,68.68225861
2.16,89.8791275,72.44126892
2.17,83.80180359,64.84051514
2.18,84.92390442,74.96533203
2.19,85.91975403,77.66694641
2.2,87.15839386,75.54425049
2.21,89.83200073,69.93360138
2.22,87.66017914,60.23415756
2.23,87.16801453,64.83104706
2.24,86.7487793,71.10176086
2.25,85.22455597,68.30119324
2.26,86.27404785,74.88470459
2.27,88.6547699,78.4214325
2.28,85.97410583,73.73699951
2.29,89.13239288,61.36768723
2.3,90.8186264,58.84490204
2.31,85.70542908,65.46432495
2.32,84.5599823,77.20024109
2.33,85.33946228,74.67501831
2.34,85.65530396,75.98893738
2.35,87.75771332,77.73849487
2.36,89.06073761,65.07801819
2.37,88.10764313,58.19630432
2.38,86.18764496,58.67368317
2.39,87.73924255,72.70939636
2.4,87.76358795,77.52579498
2.41,82.76937103,72.24337769
2.42,86.41008759,70.53352356
2.43,91.31758118,72.42160034
2.44,91.31758118,72.42160034
2.45,84.58734131,63.70742035
2.46,88.90322876,70.55057526
2.47,89.73873901,70.40021515
2.48,86.40725708,69.85414886
2.49,85.20601654,67.96498108
2.5,85.89581299,61.88687897
2.51,88.11754608,77.30773926
2.52,90.24213409,68.63796997
2.53,88.03455353,65.48288727
2.54,85.77643585,71.00209045
2.55,86.79872131,75.15994263
2.56,87.94216156,75.38793182
2.57,87.69171143,66.22280121
2.58,86.26935577,67.36975098
2.59,85.99549103,68.22194672
2.6,91.03684998,66.73377991
2.61,88.77093506,65.3475647
2.62,84.01792145,72.5880127
2.63,88.69208527,79.75313568
2.64,88.76169586,66.73655701
2.65,87.2765274,68.10665131
2.66,88.70900726,69.10636139
2.67,87.36067963,76.35105133
2.68,88.96916199,74.23387909
2.69,86.87712097,64.76987457
2.7,85.7936554,63.86041641
2.71,87.17512512,66.96463013
2.72,87.88907623,67.21770477
2.73,89.06739807,66.86142731
2.74,88.83507538,75.23521423
2.75,85.11645508,76.04433441
2.76,85.96583557,67.82338715
2.77,88.5747757,68.98808289
2.78,86.5957489,71.59811401
2.79,89.63256836,74.62104797
2.8,89.46179199,68.69832611
2.81,86.91933441,63.63230515
2.82,86.6782608,64.91606903
2.83,86.87792969,67.08031464
2.84,88.03250885,71.63642883
2.85,88.93863678,73.55451965
2.86,88.61508179,77.00436401
2.87,88.21395111,74.32810211
2.88,88.68386841,64.44464874
2.89,87.19333649,63.7589035
2.9,86.24904633,71.95559692
2.91,88.64118958,73.67060852
2.92,86.84427643,70.94420624
2.93,87.86127472,68.1905899
2.94,87.68122864,65.73485565
2.95,88.9792099,66.84621429
2.96,86.14509583,65.93961334
2.97,87.75354767,69.86472321
2.98,87.81046295,79.95340729
2.99,86.65557098,71.23581696
3,91.62142181,65.36974335
3.01,87.76585388,70.93759155
3.02,85.0873642,74.70348358
3.03,88.80752563,72.40747833
3.04,89.51061249,65.50759125
3.05,89.51061249,65.50759125
3.06,88.7702179,70.90428162
3.07,87.73097992,71.286026
3.08,87.44673157,65.10842133
3.09,87.87271881,71.43508148
3.1,87.57501984,72.92269135
3.11,87.31188965,70.64503479
3.12,88.33558655,69.32004547
3.13,88.32756805,70.35129547
3.14,89.43460846,72.59448242
3.15,88.74967194,65.73085022
3.16,85.05326843,62.96479797
3.17,87.54008484,69.22251892
3.18,91.37529755,76.85758209
3.19,86.89744568,71.53793335
3.2,86.28009033,65.17069244
3.21,90.8070755,69.9061203
3.22,89.00672913,71.49901581
3.23,86.83516693,69.94306946
3.24,88.95420837,67.45616913
3.25,89.35690308,74.82743835
3.26,87.50228882,72.4396286
3.27,90.33889771,64.67887115
3.28,88.90830231,62.32278061
3.29,86.82260132,71.13967133
3.3,88.83139801,74.97890472
3.31,87.31860352,68.33712769
3.32,88.69317627,67.66349792
3.33,88.46883392,72.76055145
3.34,87.17037201,74.01861572
3.35,88.88702393,66.89569092
3.36,88.3225708,60.85007858
3.37,89.37712097,70.50461578
3.38,87.345047,72.31447601
3.39,87.20298004,70.01734924
3.4,86.88626099,66.88733673
3.41,87.9287262,69.84494019
3.42,90.98725891,72.33226013
3.43,89.2924881,68.9247818
3.44,87.57975769,71.81884003
3.45,88.50595093,76.48421478
3.46,89.38609314,76.14033508
3.47,89.08850098,61.05644608
3.48,88.15706635,61.97021484
3.49,86.36755371,72.45922852
3.5,87.53704834,68.95546722
3.51,91.38439941,67.17136383
3.52,90.56671143,61.10204315
3.53,87.27454376,70.34017181
3.54,89.26760101,74.2908783
3.55,88.26590729,73.88072205
3.56,85.24594879,77.69671631
3.57,88.77590942,75.19100952
3.58,90.95056915,70.31139374
3.59,87.26813507,59.51076889
3.6,88.05889893,62.85493851
3.61,91.10504913,73.52838135
3.62,89.21759796,70.45949554
3.63,87.43933868,62.66701508
3.64,88.64769745,64.33498383
3.65,88.63050079,73.3494339
3.66,88.63050079,73.3494339
3.67,90.27552795,77.09754181
3.68,87.10740662,73.46475983
3.69,87.11676025,70.09130859
3.7,89.90720367,67.86231232
3.71,88.74700928,62.23801804
3.72,89.12731171,69.7921524
3.73,90.30178833,72.90358734
3.74,88.09458923,63.87791061
3.75,88.39867401,56.99559021
3.76,89.28885651,66.03103638
3.77,86.92453003,84.1692276
3.78,89.1339798,81.60263824
3.79,90.52308655,77.56467438
3.8,89.22721863,65.93656921
3.81,87.8989563,64.66797638
3.82,86.37702179,68.16656494
3.83,88.74906158,66.06623077
3.84,90.74565887,73.83823395
3.85,89.90919495,70.37836456
3.86,89.90919495,70.37836456
3.87,88.22634888,59.85004425
3.88,88.43458557,68.9310379
3.89,89.41044617,81.87284851
3.9,88.66281128,80.01574707
3.91,87.62462616,75.33808899
3.92,89.25152588,64.7950592
3.93,88.52397919,69.86670685
3.94,89.40385437,64.41783142
3.95,87.91503906,66.40670013
3.96,88.27590942,71.68985748
3.97,89.80903625,67.1958313
3.98,89.51516724,68.45484161
3.99,85.64463043,58.57481003
4,89.46896362,71.79384613
4.01,91.05458069,77.46482849
4.02,87.24660492,74.06554413
4.03,89.55322266,75.29890442
4.04,88.00065613,72.83634186
4.05,88.33164215,72.23345184
4.06,90.30982208,61.46404648
4.07,87.59661102,64.33905029
4.08,87.47401428,66.79906464
4.09,90.00157928,74.05006409
4.1,86.6863327,69.15190125
4.11,88.37547302,62.15604019
4.12,92.13663483,70.87374115
4.13,87.77125549,70.72361755
4.14,85.43551636,71.46390533
4.15,89.25914001,74.47066498
4.16,88.62678528,72.88669586
4.17,88.73942566,76.11117554
4.18,89.07525635,61.57555008
4.19,88.58119965,59.78645706
4.2,88.42224121,70.00660706
4.21,87.37631989,76.73355103
4.22,88.57096863,67.48248291
4.23,87.88517761,61.43367004
4.24,91.28742981,69.64318848
4.25,90.69573212,72.31802368
4.26,87.35509491,79.94561768
4.27,87.35986328,71.41631317
4.28,89.60493469,71.72581482
4.29,89.17888641,71.11747742
4.3,86.03569031,57.9998436
4.31,87.72233582,69.86459351
4.32,89.43219757,72.57483673
4.33,90.84140778,72.67029572
4.34,86.18196106,62.87555695
4.35,87.47351837,55.65199661
4.36,89.90738678,70.31742096
4.37,89.44914246,80.88643646
4.38,88.40032959,75.38644409
4.39,88.72200775,70.92809296
4.4,87.56250763,72.38890076
4.41,87.74569702,68.72801971
4.42,89.15120697,65.99462891
4.43,87.78023529,69.85427094
4.44,89.95999908,68.52760315
4.45,91.25186157,68.8463974
4.46,88.0844574,54.14247894
4.47,86.11862183,67.1628952
4.48,91.10084534,83.29403687
4.49,88.72618866,80.33573914
4.5,87.13027954,73.66596985
4.51,87.52148438,62.99393082
4.52,89.63063049,69.45218658
4.53,90.04859161,68.75109863
4.54,87.87477875,63.81796646
4.55,88.32515717,67.61588287
4.56,88.58583832,70.63423157
4.57,88.27289581,67.77230072
4.58,86.56438446,58.8628006
4.59,90.3111496,72.33049774
4.6,89.83809662,76.96888733
4.61,86.70349121,78.84892273
4.62,88.91281891,67.99056244
4.63,91.17961121,67.98273468
4.64,89.51062775,79.66493225
4.65,87.62989044,72.43722534
4.66,87.11511993,64.12422943
4.67,89.96953583,59.46606445
4.68,89.64884949,64.84527588
4.69,88.46168518,67.40493011
4.7,88.82126617,67.88076782
4.71,88.5281601,77.63542175
4.72,88.90356445,74.25109863
4.73,89.85526276,68.78688049
4.74,87.08302307,63.44993973
4.75,88.18314362,72.45443726
4.76,91.73999023,81.58243561
4.77,89.44608307,74.00936127
4.78,85.88754272,64.73504639
4.79,86.58154297,59.57954025
4.8,88.75240326,65.71923828
4.81,89.73823547,67.48774719
4.82,87.16100311,69.42430878
4.83,88.6488266,75.14802551
4.84,92.24284363,70.24517822
4.85,90.12622833,67.38752747
4.86,86.96798706,66.43684387
4.87,87.89707184,81.8039093
4.88,87.89707184,81.8039093
4.89,89.85404968,70.64035034
4.9,88.51259613,61.11727142
4.91,87.9899292,58.97583008
4.92,89.11235046,63.79158401
4.93,91.15301514,64.65201569
4.94,88.17771912,70.98630524
4.95,87.23582458,78.09424591
4.96,88.53302002,76.61772156
4.97,87.4539032,69.17396545
4.98,89.57774353,66.25073242
4.99,90.4199295,73.81889343
5,87.73129272,75.770401
5.01,85.30587006,71.8055191
5.02,90.37136841,66.82750702
5.03,89.17719269,68.55740356
5.04,88.06594086,68.12852478
5.05,88.86374664,60.87431717
5.06,88.02480316,64.68187714
5.07,89.02770233,74.03414917
5.08,89.02770233,74.03414917
5.09,88.84615326,75.59845734
5.1,86.04776764,73.12055969
5.11,87.82695007,74.56889343
5.12,93.07041168,68.77674866
5.13,85.93451691,64.97605896
5.14,85.90602875,65.89640045
5.15,92.38024139,74.18014526
5.16,86.49507904,67.58589172
5.17,86.78784943,62.3096962
5.18,90.00524902,66.50778961
5.19,88.6995163,73.80964661
5.2,89.10529327,76.64109039
5.21,89.03677368,76.45294189
5.22,87.67800903,73.97990417
5.23,89.65678406,74.18476105
5.24,89.10011292,70.50466156
5.25,85.71115112,60.98713684
5.26,89.06030273,67.99378967
5.27,89.44269562,71.25893402
5.28,90.48815918,66.92218781
5.29,88.54286194,66.35892487
5.3,88.60837555,71.44235229
5.31,88.43610382,77.5432663
5.32,87.5933609,74.59208679
5.33,89.36704254,68.70506287
5.34,89.49393463,71.53173065
5.35,89.77135468,77.23395538
5.36,89.349823,65.1255722
5.37,89.13967896,63.08298111
5.38,87.34004974,66.93863678
5.39,88.87049866,71.45853424
5.4,87.9429245,72.82595825
5.41,88.78050232,71.17804718
5.42,90.84397125,77.38259888
5.43,90.06285858,74.79444122
5.44,87.03448486,62.00680542
5.45,88.45910645,65.6703949
5.46,89.44007111,74.58457947
5.47,88.57752228,79.82958984
5.48,88.96781158,73.82603455
5.49,88.09152222,58.97053909
5.5,89.87783051,62.66439819
5.51,88.63504791,70.34428406
5.52,87.27144623,71.6153717
5.53,87.7009964,79.43308258
5.54,89.12414551,78.89328766
5.55,89.10684204,66.79815674
5.56,91.30422211,58.45422363
5.57,87.38808441,60.46104431
5.58,88.21761322,74.8961792
5.59,90.7473526,87.71327972
5.6,87.90163422,71.61979675
5.61,86.41461945,66.67314911
5.62,88.9256897,66.89906311
5.63,90.20082092,62.22995377
5.64,90.76225281,67.93454742
5.65,88.59266663,73.69947052
5.66,87.10851288,80.4578476
5.67,87.54693604,75.8551178
5.68,89.23360443,62.0525322
5.69,89.43896484,65.17817688
5.7,88.87252808,74.08125305
5.71,88.99085999,72.82801056
5.72,87.30226135,66.23783875
5.73,88.5697937,68.16494751
5.74,89.45527649,66.10175323
5.75,86.43862152,74.27799988
5.76,88.50978851,67.13635254
5.77,90.32776642,68.75275421
5.78,89.69780731,78.05046082
5.79,86.94528198,67.69406891
5.8,86.60801697,68.90379333
5.81,87.52724457,72.19927216
5.82,88.29480743,75.9183197
5.83,92.1767807,72.56414032
5.84,89.43228149,63.16950607
5.85,86.17732239,63.82871246
5.86,89.27098846,67.11240387
5.87,90.03588867,72.28791809
5.88,86.41956329,66.94489288
5.89,86.18513489,76.22899628
5.9,89.7881012,75.82133484
5.91,88.69799805,69.03093719
5.92,89.41885376,69.96829224
5.93,87.93301392,67.95211792
5.94,89.5658493,69.16417694
5.95,90.54799652,66.46768951
5.96,85.3553009,63.41414261
5.97,85.47027588,73.13578796
5.98,89.52947998,72.44129181
5.99,91.00074005,72.4992218
6,87.97142029,66.46694183
6.01,88.68750763,69.96127319
6.02,88.35916901,70.35140228
6.03,87.31047821,64.65820313
6.04,90.63939667,75.11147308
6.05,87.05213928,75.4225769
6.06,86.25857544,75.95788574
6.07,90.88644409,65.37289429
6.08,90.97171783,60.50675964
6.09,86.75804138,63.19221878
6.1,87.34416962,67.94467926
6.11,89.26931763,75.93325806
6.12,87.59244537,71.48191071
6.13,87.72288513,78.99684906
6.14,89.337677,66.62571716
6.15,87.91640472,64.44470978
6.16,87.45884705,69.64424133
6.17,88.43636322,67.69786072
6.18,87.75185394,69.45803833
6.19,86.7844162,60.56559753
6.2,90.45034027,64.177948
6.21,88.44664764,74.39720154
6.22,89.13194275,77.67922211
6.23,87.85163879,80.37828827
6.24,87.84123993,74.82540894
6.25,88.60896301,68.76904297
6.26,88.63103485,60.21614838
6.27,85.67559052,61.61206436
6.28,89.01377869,66.0818634
6.29,92.16558838,73.30432129
6.3,92.16558838,73.30432129
6.31,85.5846405,66.7150116
6.32,90.35484314,74.72797394
6.33,87.37989807,72.81984711
6.34,88.19655609,74.89518738
6.35,91.06291962,68.65969086
6.36,88.06159973,68.64459229
6.37,86.5287323,75.39085388
6.38,87.6320343,63.40231705
6.39,88.00496674,67.59640503
6.4,89.50317383,65.46491241
6.41,89.03147888,63.94057465
6.42,87.10385132,65.01554871
6.43,87.35108948,67.69851685
6.44,90.57592773,76.10241699
6.45,87.9368515,79.44355774
6.46,87.11080933,74.33673859
6.47,88.71317291,66.16432953
6.48,89.15248871,72.0262146
6.49,89.41616821,68.46954346
6.5,87.23387909,66.83188629
6.51,87.97484589,71.01796722
6.52,88.50939178,58.46377945
6.53,90.72635651,68.34191132
6.54,87.18322754,64.76547241
6.55,85.93824768,66.42979431
6.56,90.7624588,77.31918335
6.57,90.38687897,69.02811432
6.58,87.34876251,74.34118652
6.59,89.06546021,73.43536377
6.6,87.03811646,75.55513
6.61,87.6294632,74.01449585
6.62,91.00478363,67.14862061
6.63,87.56038666,60.65948486
6.64,86.75476074,60.93424606
6.65,92.07822418,64.12154388
6.66,89.94252777,64.34892273
6.67,87.78341675,75.74970245
6.68,89.00190735,72.90736389
6.69,89.00294495,75.50849152
6.7,86.96805573,74.11231232
6.71,88.91773224,68.68610382
6.72,88.25505066,75.42050934
6.73,88.33614349,66.08725739
6.74,91.68512726,64.30271149
6.75,90.10371399,67.73892212
6.76,86.14437103,69.74569702
6.77,87.72814941,67.05934906
6.78,89.52488708,65.3710556
6.79,86.21640778,61.15930557
6.8,90.45107269,66.31747437
6.81,90.06658173,77.34989166
6.82,86.76329803,73.93776703
6.83,90.07977295,75.67517853
6.84,92.21123505,74.61798859
6.85,86.52445984,66.28370667
6.86,87.94600677,74.69813538
6.87,89.64389038,73.37927246
6.88,86.96382904,64.86662292
6.89,89.59354401,60.89437103
6.9,89.80335236,53.53886414
6.91,88.42242432,66.72120667
6.92,89.36451721,72.10601807
6.93,87.62191772,76.42566681
6.94,89.54532623,74.50226593
6.95,89.98801422,72.57777405
6.96,87.89207458,64.12620544
6.97,88.68804169,67.58972168
6.98,88.9985199,78.69203949
6.99,88.50983429,76.20786285
7,90.71568298,75.02534485
7.01,87.11273956,53.40140152
7.02,88.89687347,55.60553741
7.03,90.52149963,68.41129303
7.04,89.14633942,64.3103714
7.05,89.79105377,74.94779968
7.06,89.94945526,76.03674316
7.07,86.26745605,74.38983154
7.08,87.72161865,76.76699829
7.09,89.18212128,66.70964813
7.1,89.47338104,68.41477203
7.11,91.63179016,74.14115906
7.12,88.73758698,62.21342087
7.13,86.46513367,60.984478
7.14,88.16962433,72.4702301
7.15,90.73386383,70.16669464
7.16,87.22186279,67.73233795
7.17,87.94337463,65.87901306
7.18,89.59197235,58.72602844
7.19,89.10405731,76.56827545
7.2,89.51657867,72.00624847
7.21,87.52140045,72.36216736
7.22,89.22635651,86.26791382
7.23,87.7831192,73.86129761
7.24,87.52845764,67.26927185
7.25,88.33869934,62.12796402
7.26,90.13951111,61.44613266
7.27,90.59475708,65.26464081
7.28,89.42594147,62.40298843
7.29,85.00216675,63.31938171
7.3,86.61090088,77.89903259
7.31,86.61090088,77.89903259
7.32,86.61090088,77.89903259
7.33,89.24481201,68.87171936
7.34,87.32987213,71.10620117
7.35,87.33464813,72.54701996
7.36,88.45768738,70.60831451
7.37,86.68458557,65.55965424
7.38,86.93112946,72.61645508
7.39,91.25257111,64.66277313
7.4,87.44424438,56.32149887
7.41,87.75444031,66.18516541
7.42,90.82704926,69.33391571
7.43,86.89385986,78.53271484
7.44,86.30905151,75.66591644
7.45,89.21910858,71.89143372
7.46,89.51406097,78.8037262
7.47,90.10501862,70.37718201
7.48,88.90026093,63.46968079
7.49,87.41342163,63.27866364
7.5,87.6006546,71.57102203
7.51,87.6652832,69.23429108
7.52,87.6652832,69.23429108
7.53,85.71796417,66.01977539
7.54,88.88079834,63.39444351
7.55,90.73749542,65.57379913
7.56,87.16603851,65.5933609
7.57,86.86370087,78.79029846
7.58,88.99847412,85.9437561
7.59,87.42597198,74.28582001
7.6,88.1557312,66.27729034
7.61,86.53011322,65.25673676
7.62,88.46754456,67.55635071
7.63,90.88786316,64.72789764
7.64,89.5848999,64.1145401
7.65,88.6371994,67.70078278
7.66,86.56554413,70.79743195
7.67,88.91889191,67.33969116
7.68,88.55993652,68.60765076
7.69,88.28475952,77.82382965
7.7,90.36334991,78.2062912
7.71,87.2127533,70.79226685
7.72,88.77055359,64.24139404
7.73,87.68924713,67.44779205
7.74,87.74004364,72.45748138
7.75,87.71166992,65.0388031
7.76,87.72196198,60.48157501
7.77,89.56304932,66.95248413
7.78,88.90316772,66.91847229
7.79,85.69309998,66.26616669
7.8,87.4300766,70.3223114
7.81,90.14400482,83.55335236
7.82,88.47583008,78.65024567
7.83,87.57853699,67.33272552
7.84,88.87239075,65.07998657
7.85,91.02296448,68.99147034
7.86,90.33990479,72.30226135
7.87,84.61140442,62.40138626
7.88,86.54646301,66.68106842
7.89,91.40270233,68.26340485
7.9,88.32062531,64.3556366
7.91,87.74225616,64.62660217
7.92,87.74225616,64.62660217
7.93,85.73915863,83.24147034
7.94,86.77482605,75.62950897
7.95,89.93026733,68.32015228
7.96,87.21381378,67.39893341
7.97,88.82024384,72.22185516
7.98,90.8128891,66.71276093
7.99,87.36586761,55.88427353
8,87.93841553,65.66532135
8.01,86.02294159,73.01541901
8.02,89.74517822,71.86612701
8.03,90.40876007,65.70217896
8.04,86.8877182,72.26051331
8.05,89.5457077,80.19400024
8.06,89.41722107,68.20178986
8.07,86.47738647,63.21899414
8.08,88.87252808,68.78463745
8.09,90.46594238,80.87269592
8.1,86.80937195,71.42803955
8.11,87.23885345,59.15530777
8.12,90.19874573,62.97426605
8.13,90.36240387,67.14419556
8.14,86.53507996,68.65196991
8.15,86.18650055,63.28016663
8.16,91.16497803,72.58498383
8.17,89.84802246,78.39241791
8.18,85.40329742,67.35836029
8.19,87.24254608,67.21656036
8.2,88.86152649,71.28124237
8.21,89.39723206,80.34224701
8.22,89.08628082,68.1710968
8.23,86.3380127,58.55444336
8.24,87.14619446,64.38476563
8.25,90.26026917,72.0846405
8.26,88.01795959,69.34685516
8.27,86.65618134,66.43660736
8.28,87.86712646,72.35511017
8.29,89.73123169,65.77398682
8.3,89.4704895,63.88233948
8.31,85.34146118,70.26672363
8.32,86.11924744,79.20469666
8.33,91.30130768,82.56013489
8.34,89.13697815,62.7041626
8.35,84.86183167,58.36186981
8.36,89.87713623,65.61318207
8.37,88.53125,68.93009949
8.38,89.10223389,68.45541382
8.39,88.27955627,65.63957214
8.4,86.68047333,74.09911346
8.41,85.96910858,68.69555664
8.42,88.97758484,64.40590668
8.43,91.51366425,67.64579773
8.44,87.96312714,81.89871216
8.45,84.96880341,80.26747894
8.46,87.48593903,64.19596863
8.47,89.67482758,61.78458023
8.48,88.40841675,62.21920776
8.49,87.87848663,70.11383057
8.5,88.48531342,66.35228729
8.51,87.61844635,68.66394806
8.52,88.60770416,75.95002747
8.53,87.60945892,65.74134827
8.54,87.60945892,65.74134827
8.55,87.43203735,70.77954102
8.56,90.30791473,78.7412262
8.57,90.51222992,76.21109009
8.58,85.58512115,66.46047974
8.59,86.3434906,61.08608246
8.6,90.1422348,65.42298889
8.61,87.52102661,69.53487396
8.62,86.717453,66.7459259
8.63,88.25798798,75.94300842
8.64,91.17943573,72.70839691
8.65,88.61611176,61.08390427
8.66,87.00006866,65.64345551
8.67,85.13956451,67.39865112
8.68,88.84033203,80.85349274
8.69,90.16573334,77.45681
8.7,86.21577454,60.42670059
8.71,87.20146942,73.00974274
8.72,89.40390015,67.73287201
8.73,88.13554382,59.28390503
8.74,87.59677887,69.14722443
8.75,88.16168213,71.27140045
8.76,88.34620667,73.21047974
